time=0.000000 en=6.57256846e+04 E_p=-2.16890273e+04 E_k=3.95922008e+03 E_x=8.35355833e-01 P=-3.48659306e+02 V=6.67809584e+04
Corr_Energy     (0.000000)	          -8.74147119e+04
 (group)        (0.000000)	      0   	total
Kinetic         (0.000000)	3.95922008e+03	3.95922008e+03
Self_Energy     (0.000000)	-8.73793889e+04	-8.73793889e+04
 (pair)         (0.000000)	   ( 0, 0)   	total
angle           (0.000000)	2.08504054e+02	2.08504054e+02
constraints     (0.000000)	0.00000000e+00	0.00000000e+00
dihedral        (0.000000)	1.14527916e+02	1.14527916e+02
far_exclusion   (0.000000)	8.79086124e+04	8.79086124e+04
far_terms       (0.000000)	3.23452274e+01	3.23452274e+01
nonbonded_elec  (0.000000)	-2.27687690e+04	-2.27687690e+04
nonbonded_vdw   (0.000000)	2.90097658e+03	2.90097658e+03
pair_elec       (0.000000)	-2.73930208e+03	-2.73930208e+03
pair_vdw        (0.000000)	1.91073857e+01	1.91073857e+01
stretch         (0.000000)	4.96817936e+01	4.96817936e+01
Total           (0.000000)	6.57256843e+04	6.57256843e+04
time=0.000500 en=6.57310128e+04 E_p=-2.16836991e+04 E_k=3.95392712e+03 E_x=8.35355833e-01 P=-3.91920577e+02 V=6.67809584e+04
Corr_Energy     (0.000500)	          -8.74147119e+04
 (group)        (0.000500)	      0   	total
Kinetic         (0.000500)	3.95392712e+03	3.95392712e+03
Self_Energy     (0.000500)	-8.73793889e+04	-8.73793889e+04
 (pair)         (0.000500)	   ( 0, 0)   	total
angle           (0.000500)	2.09865362e+02	2.09865362e+02
constraints     (0.000500)	0.00000000e+00	0.00000000e+00
dihedral        (0.000500)	1.14718263e+02	1.14718263e+02
far_exclusion   (0.000500)	8.79086408e+04	8.79086408e+04
far_terms       (0.000500)	3.23291234e+01	3.23291234e+01
nonbonded_elec  (0.000500)	-2.27681180e+04	-2.27681180e+04
nonbonded_vdw   (0.000500)	2.90174855e+03	2.90174855e+03
pair_elec       (0.000500)	-2.73976743e+03	-2.73976743e+03
pair_vdw        (0.000500)	1.90863838e+01	1.90863838e+01
stretch         (0.000500)	5.25090287e+01	5.25090287e+01
Total           (0.000500)	6.57310121e+04	6.57310121e+04
