time=0.000000 en=6.64064135e+04 E_p=-2.22335609e+04 E_k=3.98315947e+03 E_x=1.07844002e+00 P=3.92462233e+02 V=6.67767530e+04
Corr_Energy     (0.000000)	          -8.86399744e+04
 (group)        (0.000000)	      0   	total
Kinetic         (0.000000)	3.98315947e+03	3.98315947e+03
Self_Energy     (0.000000)	-8.86040759e+04	-8.86040759e+04
 (pair)         (0.000000)	   ( 0, 0)   	total
angle           (0.000000)	2.14211474e+02	2.14211474e+02
constraints     (0.000000)	0.00000000e+00	0.00000000e+00
dihedral        (0.000000)	1.11852248e+02	1.11852248e+02
far_exclusion   (0.000000)	8.92042462e+04	8.92042462e+04
far_terms       (0.000000)	3.52194525e+01	3.52194525e+01
nonbonded_elec  (0.000000)	-2.32682073e+04	-2.32682073e+04
nonbonded_vdw   (0.000000)	3.02640684e+03	3.02640684e+03
pair_elec       (0.000000)	-2.97963651e+03	-2.97963651e+03
pair_vdw        (0.000000)	2.41895839e+01	2.41895839e+01
stretch         (0.000000)	3.81317036e+01	3.81317036e+01
Total           (0.000000)	6.64064137e+04	6.64064137e+04
time=0.000500 en=6.64090516e+04 E_p=-2.22309229e+04 E_k=3.98054829e+03 E_x=1.07844002e+00 P=3.94715711e+02 V=6.67767530e+04
Corr_Energy     (0.000500)	          -8.86399744e+04
 (group)        (0.000500)	      0   	total
Kinetic         (0.000500)	3.98054829e+03	3.98054829e+03
Self_Energy     (0.000500)	-8.86040759e+04	-8.86040759e+04
 (pair)         (0.000500)	   ( 0, 0)   	total
angle           (0.000500)	2.14933308e+02	2.14933308e+02
constraints     (0.000500)	0.00000000e+00	0.00000000e+00
dihedral        (0.000500)	1.11717323e+02	1.11717323e+02
far_exclusion   (0.000500)	8.92043236e+04	8.92043236e+04
far_terms       (0.000500)	3.53679423e+01	3.53679423e+01
nonbonded_elec  (0.000500)	-2.32679192e+04	-2.32679192e+04
nonbonded_vdw   (0.000500)	3.02748126e+03	3.02748126e+03
pair_elec       (0.000500)	-2.98019368e+03	-2.98019368e+03
pair_vdw        (0.000500)	2.42464772e+01	2.42464772e+01
stretch         (0.000500)	3.90944402e+01	3.90944402e+01
Total           (0.000500)	6.64090515e+04	6.64090515e+04
