CB8-G3-0-DG,-13.56658959028582,-12.755235939077018,-12.528221822110059,-12.727708043347873,-12.348393011330637,-12.316700956444121,-12.171537792098057,-12.410679469986334,-11.915748771333478,-12.071718493217347,-11.90779524859173,-11.832660410292487,-11.714145776930113,-11.73981179785657,-11.567861988141464,-11.56164260841512,-11.575808783159145,-11.509437001335387,-11.408827142096639,-11.427897111188235,-11.534341644578436,-11.513534699235368,-11.31703082727305,-11.276110594744281,-11.345182646467727,-11.391660324689976,-11.320487353252796,-11.482644792111433,-11.125686802970344,-11.30242909764823,-11.400669977604007,-11.284737027282656,-11.2680892841968,-11.336617346798523,-11.218592439483546,-11.216789392104845,-11.148249157626703,-11.209527674102956,-11.234629802599368,-11.176967638674952,-11.14483351652223,-11.137863324776808,-11.114189302025366,-11.140274269738457,-11.165432601450808,-11.180394351064072,-11.153393816812217,-11.13643410063731,-11.178101685730319,-11.066127337966195,-11.149214100820245,-11.157924027590639,-11.089827190109284,-11.114516162477807,-11.124916277544294,-11.040592032370876,-11.126719607347919,-11.077792228261492,-11.104686787363267,-11.044224464237088,-11.19586623061578,-11.186244982176644,-11.082421825469332,-11.107421232102746,-11.164278332263615,-11.069906369229727,-11.16039419928103,-11.172702501292486,-11.145393695262602,-11.126070870387817,-11.092902106767832,-11.096525102856361,-11.016289679681758,-11.018545493105695,-11.102883700763824,-11.101847188976382,-11.068899334191745,-11.106007640884096,-11.10112583805951,-11.110955083194657,-11.077831886491063,-11.023005344672933,-11.08662855782754,-11.044077055566158,-11.10828349661307,-11.006237941825383,-11.053599224375908,-11.070307195503032,-10.997458084610264,-11.047053039415449,-11.055178626111285,-11.058434481129373,-11.046941999944437,-11.08699263495629,-11.06606094623996,-11.112325798906397,-11.04248549403275,-10.987264471164991,-10.968856891752832,-11.079091233056502
CB8-G3-0-dDG,0.465552851715723,0.32717479113727865,0.27167185700334157,0.2369579172520482,0.21176743050711658,0.19430002338021088,0.1788270314296277,0.16869028740869255,0.1591064781263523,0.15129294702802074,0.14354721211313584,0.13674170577942546,0.13143867991541247,0.1281270663584634,0.12479069604416294,0.12039090043499133,0.11631426259185453,0.1130811436491695,0.11035531929011273,0.10786279755875515,0.10494324504329325,0.10236283161221346,0.10037166347452171,0.0983128587708001,0.09608461048358741,0.09458666265211126,0.09256018161807109,0.09062471490342343,0.08916874098088731,0.08773431039614933,0.08649145064519372,0.08515654427043029,0.08370590067003914,0.0822001371764264,0.08090639542457667,0.07975479397729596,0.07861959917559704,0.07789103991112224,0.07678802355254101,0.07575176853647973,0.07473504435121588,0.07377118123453039,0.07304831757538081,0.07223292994319469,0.07156385417022496,0.07090091305463012,0.07011531843354739,0.06945879191559949,0.0687236076516786,0.06785538719865383,0.06736445265542697,0.06657096907968679,0.06633964008153262,0.06553080542539032,0.06513348212230823,0.06442843108504089,0.06394636995256145,0.06344330162113242,0.06286132409074584,0.06226699187231405,0.0616897041562412,0.06117394500569048,0.06089575989134052,0.06040560175376142,0.059975097639905744,0.05935698824052272,0.059088129555660826,0.05863765865143924,0.05808876167252317,0.05766937903463955,0.05728894077896547,0.05694306472052908,0.05647757472543177,0.05609771752616616,0.05578456446753299,0.055378996848176855,0.05497505451756406,0.054643258096501404,0.054201144722142804,0.05396568175919018,0.05361979855090647,0.05330615243602535,0.052736852188504615,0.0524453651573002,0.05211644984382995,0.051778118149023146,0.05151963043499868,0.051324326676494364,0.05103687167399499,0.050639069070423724,0.05035780468659629,0.049984306258259566,0.04978630192409331,0.04948276719617675,0.049204251254380084,0.04893480123024785,0.048704504799647136,0.0483537863719181,0.04822936228827458,0.04805873957487674
CB8-G3-0-hrex_iterations,231,462,692,923,1154,1385,1616,1846,2077,2308,2539,2770,3001,3231,3462,3693,3924,4155,4385,4616,4847,5078,5309,5539,5770,6001,6232,6463,6694,6924,7155,7386,7617,7848,8078,8309,8540,8771,9002,9232,9463,9694,9925,10156,10386,10617,10848,11079,11310,11541,11771,12002,12233,12464,12695,12925,13156,13387,13618,13849,14079,14310,14541,14772,15003,15234,15464,15695,15926,16157,16388,16618,16849,17080,17311,17542,17772,18003,18234,18465,18696,18926,19157,19388,19619,19850,20081,20311,20542,20773,21004,21235,21465,21696,21927,22158,22389,22619,22850,23081
CB8-G3-0-n_energy_evaluations,19215735,38431470,57564020,76779755,95995490,115211225,134426960,153559510,172775245,191990980,211206715,230422450,249638185,268770735,287986470,307202205,326417940,345633675,364766225,383981960,403197695,422413430,441629165,460761715,479977450,499193185,518408920,537624655,556840390,575972940,595188675,614404410,633620145,652835880,671968430,691184165,710399900,729615635,748831370,767963920,787179655,806395390,825611125,844826860,863959410,883175145,902390880,921606615,940822350,960038085,979170635,998386370,1017602105,1036817840,1056033575,1075166125,1094381860,1113597595,1132813330,1152029065,1171161615,1190377350,1209593085,1228808820,1248024555,1267240290,1286372840,1305588575,1324804310,1344020045,1363235780,1382368330,1401584065,1420799800,1440015535,1459231270,1478363820,1497579555,1516795290,1536011025,1555226760,1574359310,1593575045,1612790780,1632006515,1651222250,1670437985,1689570535,1708786270,1728002005,1747217740,1766433475,1785566025,1804781760,1823997495,1843213230,1862428965,1881561515,1900777250,1919992985
CB8-G3-0-cpu_times,27819.294745188658,55638.589490377315,83337.4543881842,111156.74913337285,138976.04387856153,166795.33862375017,194614.63336893884,222313.4982667457,250132.79301193438,277952.08775712305,305771.38250231167,333590.67724750034,361409.971992689,389108.8368904959,416928.1316356846,444747.4263808732,472566.72112606186,500386.01587125054,528084.8807690574,555904.1755142461,583723.4702594348,611542.7650046233,639362.059749812,667060.9246476189,694880.2193928076,722699.5141379962,750518.8088831849,778338.1036283736,806157.3983735623,833856.2632713692,861675.5580165577,889494.8527617464,917314.147506935,945133.4422521237,972832.3071499306,1000651.6018951193,1028470.896640308,1056290.1913854966,1084109.4861306853,1111808.3510284922,1139627.6457736809,1167446.9405188696,1195266.2352640582,1223085.5300092467,1250784.3949070536,1278603.6896522422,1306422.984397431,1334242.2791426196,1362061.5738878082,1389880.868632997,1417579.7335308038,1445399.0282759925,1473218.3230211812,1501037.6177663698,1528856.9125115585,1556555.7774093654,1584375.072154554,1612194.3668997427,1640013.6616449314,1667832.95639012,1695531.8212879268,1723351.1160331154,1751170.410778304,1778989.7055234928,1806809.0002686814,1834628.29501387,1862327.159911677,1890146.4546568657,1917965.7494020544,1945785.044147243,1973604.3388924317,2001303.2037902386,2029122.4985354273,2056941.793280616,2084761.0880258046,2112580.3827709933,2140279.2476688,2168098.5424139886,2195917.8371591773,2223737.131904366,2251556.4266495546,2279255.2915473618,2307074.5862925504,2334893.881037739,2362713.175782928,2390532.4705281164,2418351.7652733047,2446050.630171112,2473869.9249163005,2501689.219661489,2529508.514406678,2557327.8091518665,2585026.674049673,2612845.968794862,2640665.2635400505,2668484.558285239,2696303.853030428,2724002.717928235,2751822.0126734236,2779641.3074186123
CB8-G3-1-DG,-14.825802098221862,-13.737731881577146,-13.163678289061417,-12.254167398008901,-12.340662125022307,-12.515585149524364,-12.36681701014167,-12.473607580516859,-12.265130370992726,-12.161718408196194,-11.942453595276758,-11.909403378028271,-11.937331956514427,-12.015328940496381,-11.883262348640653,-11.985513777941934,-11.861476590285974,-11.824767991032669,-11.899056761595947,-11.790375599444985,-11.842298714966235,-11.740688447591443,-11.573693740588597,-11.55698731701657,-11.526764954298883,-11.588615350657793,-11.57202042704395,-11.640474379461407,-11.50141332606439,-11.47052350533671,-11.454036059154648,-11.504295122906203,-11.55726886975489,-11.518791703225016,-11.473696897675513,-11.433410411530597,-11.51242864268943,-11.455777981518505,-11.516266378444163,-11.45382926989818,-11.4009728260333,-11.318165563906962,-11.34312052943476,-11.255518381544153,-11.266851244450061,-11.334011414110847,-11.269100969687289,-11.346059960332386,-11.323030669808588,-11.284330613918284,-11.257307610293445,-11.23014980547971,-11.256018909853037,-11.311974071456811,-11.164275274899046,-11.241531721169734,-11.18484695164366,-11.2151198900089,-11.15202803321284,-11.127697335765543,-11.176829430577289,-11.06675270084962,-11.159979948253673,-11.20906096000624,-11.231061332948247,-11.16620090932624,-11.150420180898886,-11.250784065936232,-11.217309104687743,-11.147955577715372,-11.261141248669922,-11.214317152094818,-11.271099510139784,-11.21456119505722,-11.242563190796984,-11.156710338299597,-11.213623216972197,-11.199465888306898,-11.218402495427267,-11.178704218413571,-11.161187469208619,-11.215968914638864,-11.239706771854792,-11.147170894567443,-11.164944724947258,-11.042033193872948,-11.052471071361046,-11.126288721182792,-11.132397590099362,-11.094751329919555,-11.110257303007385,-11.112531060200913,-11.033813128425638,-11.10423449963068,-11.124182327097364,-11.095928105760164,-11.039317467155051,-11.143514386074136,-11.125835029375317,-11.142174476993619
CB8-G3-1-dDG,0.4795914990822359,0.32329581792538886,0.2691566505632881,0.23978566415344985,0.2118400227844569,0.1923469167811734,0.17806997156389695,0.1692114416195475,0.1580940234399653,0.1513742883814477,0.14359089281444723,0.13642582063373634,0.131046398355927,0.12713281408651697,0.12341960063887603,0.11936199615089184,0.11617027513389806,0.11279945573948136,0.10970983761643532,0.10713087998830424,0.10487558642332848,0.102553249437252,0.10013830190687902,0.09768460222023966,0.095819243811521,0.09387307255336015,0.09219110762662348,0.09061924016711524,0.08918109183124032,0.08732496156288186,0.08604581983797308,0.0846478923429362,0.08325089556625828,0.08211341925135579,0.08083538928895923,0.07976630007137059,0.07841971735919485,0.07746177294816259,0.0763287830393681,0.07530602556714484,0.07467699919186307,0.07376309044200906,0.07297051418193831,0.07210454465731338,0.07155196731869685,0.07067055520705104,0.06993480827662706,0.06910897835419735,0.06844783598931713,0.06787470018248482,0.06714112328853167,0.0665267502417453,0.06594341488005989,0.06530265635997122,0.06471481101196468,0.06412203820787987,0.06365819973021702,0.06309277799558964,0.06260854810602474,0.06205648595246759,0.06159922776828316,0.06105136133431867,0.060649332059116684,0.060071826631094456,0.059769830855584155,0.05929170907043314,0.05883382124111791,0.05844685166233336,0.05808110553588351,0.05770263034002707,0.05730561583011353,0.056997020281311615,0.05663439129270883,0.056205348594926464,0.05585074097808271,0.05546475519438187,0.0551859513351526,0.05481055776715764,0.054440165411742104,0.05416156572095444,0.053860961833271395,0.05349743715445321,0.053165194807160254,0.05290982458761409,0.05255267531728624,0.05226367949385085,0.05197607338480712,0.05168070887994053,0.05140445527113531,0.05112589074656257,0.05083337442938549,0.05056855025132604,0.050279531157136584,0.05004350582566355,0.049779454444782406,0.049516003886325384,0.04924765737549925,0.049005503147931034,0.04868052252607443,0.04842618926878611
CB8-G3-1-hrex_iterations,231,462,692,923,1154,1385,1616,1846,2077,2308,2539,2770,3001,3231,3462,3693,3924,4155,4385,4616,4847,5078,5309,5539,5770,6001,6232,6463,6694,6924,7155,7386,7617,7848,8078,8309,8540,8771,9002,9232,9463,9694,9925,10156,10386,10617,10848,11079,11310,11541,11771,12002,12233,12464,12695,12925,13156,13387,13618,13849,14079,14310,14541,14772,15003,15234,15464,15695,15926,16157,16388,16618,16849,17080,17311,17542,17772,18003,18234,18465,18696,18926,19157,19388,19619,19850,20081,20311,20542,20773,21004,21235,21465,21696,21927,22158,22389,22619,22850,23081
CB8-G3-1-n_energy_evaluations,19215735,38431470,57564020,76779755,95995490,115211225,134426960,153559510,172775245,191990980,211206715,230422450,249638185,268770735,287986470,307202205,326417940,345633675,364766225,383981960,403197695,422413430,441629165,460761715,479977450,499193185,518408920,537624655,556840390,575972940,595188675,614404410,633620145,652835880,671968430,691184165,710399900,729615635,748831370,767963920,787179655,806395390,825611125,844826860,863959410,883175145,902390880,921606615,940822350,960038085,979170635,998386370,1017602105,1036817840,1056033575,1075166125,1094381860,1113597595,1132813330,1152029065,1171161615,1190377350,1209593085,1228808820,1248024555,1267240290,1286372840,1305588575,1324804310,1344020045,1363235780,1382368330,1401584065,1420799800,1440015535,1459231270,1478363820,1497579555,1516795290,1536011025,1555226760,1574359310,1593575045,1612790780,1632006515,1651222250,1670437985,1689570535,1708786270,1728002005,1747217740,1766433475,1785566025,1804781760,1823997495,1843213230,1862428965,1881561515,1900777250,1919992985
CB8-G3-1-cpu_times,28658.05990284272,57316.11980568544,85850.1188431479,114508.17874599062,143166.23864883333,171824.29855167607,200482.35845451878,229016.35749198124,257674.41739482395,286332.47729766666,314990.5372005094,343648.59710335213,372306.6570061948,400840.6560436573,429498.7159465,458156.77584934275,486814.83575218543,515472.8956550282,544006.8946924906,572664.9545953333,601323.014498176,629981.0744010188,658639.1343038615,687173.1333413239,715831.1932441667,744489.2531470094,773147.3130498521,801805.3729526949,830463.4328555376,858997.431893,887655.4917958428,916313.5516986855,944971.6116015281,973629.6715043709,1002163.6705418334,1030821.7304446761,1059479.7903475189,1088137.8502503615,1116795.9101532043,1145329.9091906666,1173987.9690935095,1202646.028996352,1231304.088899195,1259962.1488020376,1288496.1478395,1317154.2077423427,1345812.2676451856,1374470.3275480282,1403128.3874508708,1431786.4473537137,1460320.4463911762,1488978.5062940188,1517636.5661968614,1546294.6260997043,1574952.686002547,1603486.6850400094,1632144.744942852,1660802.804845695,1689460.8647485375,1718118.9246513804,1746652.9236888427,1775310.9835916855,1803969.0434945282,1832627.103397371,1861285.1633002136,1889943.2232030563,1918477.2222405188,1947135.2821433616,1975793.3420462043,2004451.4019490469,2033109.4618518897,2061643.4608893523,2090301.5207921949,2118959.5806950377,2147617.6405978804,2176275.700500723,2204809.6995381857,2233467.7594410283,2262125.819343871,2290783.8792467136,2319441.939149556,2347975.938187019,2376633.9980898616,2405292.057992704,2433950.117895547,2462608.17779839,2491266.2377012325,2519800.236738695,2548458.2966415375,2577116.3565443805,2605774.416447223,2634432.476350066,2662966.475387528,2691624.535290371,2720282.595193214,2748940.6550960564,2777598.714998899,2806132.714036362,2834790.7739392044,2863448.833842047
