time=0.000000 en=3.07034054e+04 E_p=-9.71629417e+03 E_k=1.83400340e+03 E_x=4.02907052e-01 P=1.48021404e+02 V=3.03777967e+04
Corr_Energy     (0.000000)	          -4.04196996e+04
 (group)        (0.000000)	      0   	total
Kinetic         (0.000000)	1.83400340e+03	1.83400340e+03
Self_Energy     (0.000000)	-4.04042976e+04	-4.04042976e+04
 (pair)         (0.000000)	   ( 0, 0)   	total
angle           (0.000000)	2.32913739e+01	2.32913739e+01
constraints     (0.000000)	0.00000000e+00	0.00000000e+00
dihedral        (0.000000)	1.05337058e+01	1.05337058e+01
far_exclusion   (0.000000)	4.00955839e+04	4.00955839e+04
far_terms       (0.000000)	1.38722896e+01	1.38722896e+01
nonbonded_elec  (0.000000)	-1.08962537e+04	-1.08962537e+04
nonbonded_vdw   (0.000000)	1.46399366e+03	1.46399366e+03
pair_elec       (0.000000)	-1.48318446e+01	-1.48318446e+01
pair_vdw        (0.000000)	3.15971163e+00	3.15971163e+00
stretch         (0.000000)	4.05637230e+00	4.05637230e+00
Total           (0.000000)	3.07034055e+04	3.07034055e+04
time=0.000500 en=3.07075701e+04 E_p=-9.71212949e+03 E_k=1.82986987e+03 E_x=4.02907052e-01 P=1.31724969e+02 V=3.03777967e+04
Corr_Energy     (0.000500)	          -4.04196996e+04
 (group)        (0.000500)	      0   	total
Kinetic         (0.000500)	1.82986987e+03	1.82986987e+03
Self_Energy     (0.000500)	-4.04042976e+04	-4.04042976e+04
 (pair)         (0.000500)	   ( 0, 0)   	total
angle           (0.000500)	2.30284510e+01	2.30284510e+01
constraints     (0.000500)	0.00000000e+00	0.00000000e+00
dihedral        (0.000500)	1.04872017e+01	1.04872017e+01
far_exclusion   (0.000500)	4.00955851e+04	4.00955851e+04
far_terms       (0.000500)	1.38833981e+01	1.38833981e+01
nonbonded_elec  (0.000500)	-1.08931013e+04	-1.08931013e+04
nonbonded_vdw   (0.000500)	1.46450546e+03	1.46450546e+03
pair_elec       (0.000500)	-1.48601719e+01	-1.48601719e+01
pair_vdw        (0.000500)	3.15610386e+00	3.15610386e+00
stretch         (0.000500)	4.88551480e+00	4.88551480e+00
Total           (0.000500)	3.07075697e+04	3.07075697e+04
