time=0.000000 en=6.65237989e+04 E_p=-2.21351475e+04 E_k=4.04975424e+03 E_x=1.09623215e+00 P=1.38475675e+02 V=6.74349780e+04
Corr_Energy     (0.000000)	          -8.86589464e+04
 (group)        (0.000000)	      0   	total
Kinetic         (0.000000)	4.04975424e+03	4.04975424e+03
Self_Energy     (0.000000)	-8.86234643e+04	-8.86234643e+04
 (pair)         (0.000000)	   ( 0, 0)   	total
angle           (0.000000)	2.10763407e+02	2.10763407e+02
constraints     (0.000000)	0.00000000e+00	0.00000000e+00
dihedral        (0.000000)	1.08469358e+02	1.08469358e+02
far_exclusion   (0.000000)	8.91719663e+04	8.91719663e+04
far_terms       (0.000000)	4.01854981e+01	4.01854981e+01
nonbonded_elec  (0.000000)	-2.32131698e+04	-2.32131698e+04
nonbonded_vdw   (0.000000)	3.00955513e+03	3.00955513e+03
pair_elec       (0.000000)	-2.86358542e+03	-2.86358542e+03
pair_vdw        (0.000000)	1.58207014e+01	1.58207014e+01
stretch         (0.000000)	4.37934687e+01	4.37934687e+01
Total           (0.000000)	6.65237986e+04	6.65237986e+04
time=0.000500 en=6.65239015e+04 E_p=-2.21350449e+04 E_k=4.04966077e+03 E_x=1.09623215e+00 P=1.03958912e+02 V=6.74349780e+04
Corr_Energy     (0.000500)	          -8.86589464e+04
 (group)        (0.000500)	      0   	total
Kinetic         (0.000500)	4.04966077e+03	4.04966077e+03
Self_Energy     (0.000500)	-8.86234643e+04	-8.86234643e+04
 (pair)         (0.000500)	   ( 0, 0)   	total
angle           (0.000500)	2.10667546e+02	2.10667546e+02
constraints     (0.000500)	0.00000000e+00	0.00000000e+00
dihedral        (0.000500)	1.08655169e+02	1.08655169e+02
far_exclusion   (0.000500)	8.91719952e+04	8.91719952e+04
far_terms       (0.000500)	4.00157290e+01	4.00157290e+01
nonbonded_elec  (0.000500)	-2.32155788e+04	-2.32155788e+04
nonbonded_vdw   (0.000500)	3.00984859e+03	3.00984859e+03
pair_elec       (0.000500)	-2.86383147e+03	-2.86383147e+03
pair_vdw        (0.000500)	1.56784683e+01	1.56784683e+01
stretch         (0.000500)	4.64507188e+01	4.64507188e+01
Total           (0.000500)	6.65239012e+04	6.65239012e+04
