time=0.000000 en=6.56378762e+04 E_p=-2.19718957e+04 E_k=3.97073965e+03 E_x=1.36168982e+00 P=7.72605443e+02 V=6.64944697e+04
Corr_Energy     (0.000000)	          -8.76097719e+04
 (group)        (0.000000)	      0   	total
Kinetic         (0.000000)	3.97073965e+03	3.97073965e+03
Self_Energy     (0.000000)	-8.75745740e+04	-8.75745740e+04
 (pair)         (0.000000)	   ( 0, 0)   	total
angle           (0.000000)	2.23802654e+02	2.23802654e+02
constraints     (0.000000)	0.00000000e+00	0.00000000e+00
dihedral        (0.000000)	1.18532545e+02	1.18532545e+02
far_exclusion   (0.000000)	8.81386224e+04	8.81386224e+04
far_terms       (0.000000)	3.19314041e+01	3.19314041e+01
nonbonded_elec  (0.000000)	-2.32024371e+04	-2.32024371e+04
nonbonded_vdw   (0.000000)	3.15361820e+03	3.15361820e+03
pair_elec       (0.000000)	-2.88571434e+03	-2.88571434e+03
pair_vdw        (0.000000)	2.33260248e+01	2.33260248e+01
stretch         (0.000000)	3.61946681e+01	3.61946681e+01
Total           (0.000000)	6.56378765e+04	6.56378765e+04
time=0.000500 en=6.56434350e+04 E_p=-2.19663369e+04 E_k=3.96519714e+03 E_x=1.36168982e+00 P=7.62377337e+02 V=6.64944697e+04
Corr_Energy     (0.000500)	          -8.76097719e+04
 (group)        (0.000500)	      0   	total
Kinetic         (0.000500)	3.96519714e+03	3.96519714e+03
Self_Energy     (0.000500)	-8.75745740e+04	-8.75745740e+04
 (pair)         (0.000500)	   ( 0, 0)   	total
angle           (0.000500)	2.25934751e+02	2.25934751e+02
constraints     (0.000500)	0.00000000e+00	0.00000000e+00
dihedral        (0.000500)	1.18685354e+02	1.18685354e+02
far_exclusion   (0.000500)	8.81386271e+04	8.81386271e+04
far_terms       (0.000500)	3.18009046e+01	3.18009046e+01
nonbonded_elec  (0.000500)	-2.32011428e+04	-2.32011428e+04
nonbonded_vdw   (0.000500)	3.15429228e+03	3.15429228e+03
pair_elec       (0.000500)	-2.88588711e+03	-2.88588711e+03
pair_vdw        (0.000500)	2.31973010e+01	2.31973010e+01
stretch         (0.000500)	3.79278577e+01	3.79278577e+01
Total           (0.000500)	6.56434357e+04	6.56434357e+04
